team,conf,adjem,adjo,adjd,luck,Season,TeamID
new mexico,MWC,-2.27,107.7,110.0,-0.023,2003,1307
new mexico,MWC,-2.27,107.7,110.0,-0.023,2003,1307
louisiana tech,WAC,-2.35,101.8,104.1,0.035,2003,1256
louisiana tech,WAC,-2.35,101.8,104.1,0.035,2003,1256
cal st. northridge,BW,-2.53,100.6,103.1,-0.019,2003,1169
northern arizona,BSky,-2.6,99.5,102.1,0.005,2003,1319
northern arizona,BSky,-2.6,99.5,102.1,0.005,2003,1319
jacksonville st.,ASun,-2.72,103.5,106.2,0.065,2003,1240
ut arlington,Slnd,-2.73,97.8,100.5,0.006999999999999999,2003,1426
ut arlington,Slnd,-2.73,97.8,100.5,0.006999999999999999,2003,1426
montana,BSky,-2.75,104.3,107.1,-0.02,2003,1285
northern iowa,MVC,-2.78,102.0,104.8,-0.01,2003,1320
northern iowa,MVC,-2.78,102.0,104.8,-0.01,2003,1320
massachusetts,A10,-3.25,96.5,99.8,-0.011000000000000001,2003,1269
southwest texas st.,Slnd,-3.28,101.4,104.7,-0.035,2003,1402
maine,AE,-3.32,99.5,102.9,-0.099,2003,1263
binghamton,AE,-3.57,96.7,100.3,0.006999999999999999,2003,1127
hartford,AE,-3.68,98.2,101.9,0.024,2003,1216
wofford,SC,-3.75,104.2,108.0,0.016,2003,1459
green bay,Horz,-3.76,103.3,107.1,-0.062,2003,1453
green bay,Horz,-3.76,103.3,107.1,-0.062,2003,1453
canisius,MAAC,-3.77,99.3,103.0,-0.11599999999999999,2003,1145
eastern michigan,MAC,-3.86,104.0,107.8,0.057,2003,1185
eastern michigan,MAC,-3.86,104.0,107.8,0.057,2003,1185
loyola marymount,WCC,-4.09,98.4,102.5,-0.021,2003,1258
loyola marymount,WCC,-4.09,98.4,102.5,-0.021,2003,1258
samford,ASun,-4.16,101.0,105.1,-0.008,2003,1359
duquesne,A10,-4.17,99.4,103.5,-0.015,2003,1182
portland,WCC,-4.25,98.7,103.0,0.011000000000000001,2003,1339
washington st.,P10,-4.29,101.5,105.8,-0.012,2003,1450
penn st.,B10,-4.58,98.6,103.2,-0.004,2003,1336
idaho,BW,-4.61,96.4,101.0,0.012,2003,1225
mcneese st.,Slnd,-4.78,100.4,105.2,0.013999999999999999,2003,1270
houston,CUSA,-4.84,93.2,98.0,0.021,2003,1222
marist,MAAC,-5.31,101.4,106.7,0.052000000000000005,2003,1265
northeastern,AE,-5.33,98.9,104.2,-0.004,2003,1318
illinois st.,MVC,-5.44,99.4,104.9,-0.05,2003,1229
wright st.,Horz,-5.65,102.1,107.7,0.016,2003,1460
james madison,CAA,-5.66,99.5,105.2,-0.003,2003,1241
james madison,CAA,-5.66,99.5,105.2,-0.003,2003,1241
harvard,Ivy,-5.69,98.3,104.0,-0.006,2003,1217
montana st.,BSky,-5.7,100.2,105.9,-0.04,2003,1286
bucknell,Pat,-5.75,91.1,96.8,-0.005,2003,1137
rider,MAAC,-5.79,99.2,104.9,-0.013000000000000001,2003,1351
winthrop,BSth,-5.81,97.1,102.9,0.055,2003,1457
lehigh,Pat,-5.94,98.3,104.2,0.03,2003,1250
georgia st.,ASun,-6.14,101.5,107.6,-0.033,2003,1209
drake,MVC,-6.22,101.7,107.9,-0.024,2003,1179
santa clara,WCC,-6.25,96.9,103.2,0.083,2003,1365
santa clara,WCC,-6.25,96.9,103.2,0.083,2003,1365
fiu,SB,-6.29,95.0,101.3,-0.10099999999999999,2003,1198
birmingham southern,BSth,-6.59,100.5,107.1,0.035,2003,1128
birmingham southern,BSth,-6.59,100.5,107.1,0.035,2003,1128
quinnipiac,NEC,-6.72,99.1,105.8,0.044000000000000004,2003,1346
tennessee martin,OVC,-6.88,100.5,107.3,0.042,2003,1404
georgia southern,SC,-6.97,102.2,109.2,0.081,2003,1204
georgia southern,SC,-6.97,102.2,109.2,0.081,2003,1204
north texas,SB,-7.31,99.3,106.6,0.006,2003,1317
north texas,SB,-7.31,99.3,106.6,0.006,2003,1317
furman,SC,-7.37,97.9,105.2,0.01,2003,1202
cal st. fullerton,BW,-7.48,101.4,108.9,-0.008,2003,1168
colgate,Pat,-7.72,97.4,105.2,0.003,2003,1159
mississippi valley st.,SWAC,-7.83,104.2,112.0,-0.040999999999999995,2003,1290
saint peter's,MAAC,-8.03,100.3,108.3,-0.031,2003,1389
central connecticut,NEC,-8.04,101.1,109.2,0.024,2003,1148
st. francis ny,NEC,-8.1,100.5,108.6,-0.027000000000000003,2003,1383
cleveland st.,Horz,-8.12,97.7,105.8,-0.011000000000000001,2003,1156
hampton,MEAC,-8.14,94.8,102.9,0.037000000000000005,2003,1214
monmouth,NEC,-8.15,91.9,100.1,0.07,2003,1284
lamar,Slnd,-8.57,92.7,101.3,-0.005,2003,1249
south carolina st.,MEAC,-8.59,96.4,105.0,0.115,2003,1354
centenary,ind,-8.6,103.1,111.7,0.031,2003,1147
sacramento st.,BSky,-8.89,94.1,103.0,0.07,2003,1170
lafayette,Pat,-8.98,101.3,110.3,-0.004,2003,1248
unc greensboro,SC,-9.03,97.7,106.8,-0.11800000000000001,2003,1422
prairie view a&m,SWAC,-9.08,97.4,106.5,0.127,2003,1341
charleston southern,BSth,-9.1,94.2,103.3,-0.02,2003,1149
charleston southern,BSth,-9.1,94.2,103.3,-0.02,2003,1149
southeast missouri st.,OVC,-9.22,102.1,111.3,-0.012,2003,1369
texas a&m corpus chris,ind,-9.28,99.0,108.3,0.021,2003,1394
youngstown st.,Horz,-9.31,93.1,102.4,0.024,2003,1464
louisiana monroe,Slnd,-9.61,94.4,104.0,0.013000000000000001,2003,1419
hofstra,CAA,-9.69,95.0,104.7,-0.031,2003,1220
st. francis pa,NEC,-9.84,94.3,104.1,0.049,2003,1384
alabama st.,SWAC,-9.95,90.9,100.9,-0.025,2003,1106
fordham,A10,-10.22,97.2,107.4,-0.10099999999999999,2003,1200
buffalo,MAC,-10.33,95.4,105.8,-0.127,2003,1138
texas southern,SWAC,-10.45,98.3,108.7,0.037000000000000005,2003,1411
texas southern,SWAC,-10.45,98.3,108.7,0.037000000000000005,2003,1411
coastal carolina,BSth,-10.47,98.4,108.8,-0.019,2003,1157
coastal carolina,BSth,-10.47,98.4,108.8,-0.019,2003,1157
southeastern louisiana,Slnd,-10.54,95.7,106.2,0.024,2003,1368
southeastern louisiana,Slnd,-10.54,95.7,106.2,0.024,2003,1368
jacksonville,ASun,-10.57,93.4,104.0,0.031,2003,1239
delaware st.,MEAC,-10.69,98.1,108.7,0.068,2003,1175
southern utah,MCon,-10.77,101.2,111.9,0.005,2003,1381
southern utah,MCon,-10.77,101.2,111.9,0.005,2003,1381
indiana st.,MVC,-10.79,90.9,101.7,-0.027999999999999997,2003,1232
jackson st.,SWAC,-10.84,94.0,104.9,-0.034,2003,1238
uc riverside,BW,-10.94,98.8,109.8,0.023,2003,1415
uc riverside,BW,-10.94,98.8,109.8,0.023,2003,1415
eastern kentucky,OVC,-10.97,99.5,110.4,-0.033,2003,1184
eastern kentucky,OVC,-10.97,99.5,110.4,-0.033,2003,1184
florida a&m,MEAC,-10.99,98.1,109.1,0.081,2003,1197
stony brook,AE,-11.06,95.5,106.6,0.044000000000000004,2003,1392
stony brook,AE,-11.06,95.5,106.6,0.044000000000000004,2003,1392
ipfw,ind,-11.14,95.8,106.9,0.057,2003,1236
william & mary,CAA,-11.16,100.7,111.9,0.06,2003,1456
umkc,MCon,-11.32,101.8,113.1,0.005,2003,1282
portland st.,BSky,-11.46,87.2,98.7,-0.047,2003,1340
howard,MEAC,-11.57,97.6,109.2,-0.08,2003,1224
gardner webb,ASun,-11.64,90.7,102.3,-0.065,2003,1205
gardner webb,ASun,-11.64,90.7,102.3,-0.065,2003,1205
alcorn st.,SWAC,-11.79,92.5,104.3,0.026000000000000002,2003,1108
fairleigh dickinson,NEC,-11.82,97.2,109.0,0.065,2003,1192
fairleigh dickinson,NEC,-11.82,97.2,109.0,0.065,2003,1192
san jose st.,WAC,-11.83,96.1,107.9,0.013000000000000001,2003,1363
western carolina,SC,-11.94,98.8,110.7,-0.022000000000000002,2003,1441
western carolina,SC,-11.94,98.8,110.7,-0.022000000000000002,2003,1441
utsa,Slnd,-12.02,93.8,105.8,0.032,2003,1427
unc asheville,BSth,-12.35,101.2,113.5,0.11900000000000001,2003,1421
unc asheville,BSth,-12.35,101.2,113.5,0.11900000000000001,2003,1421
dartmouth,Ivy,-12.45,95.6,108.1,-0.057999999999999996,2003,1171
robert morris,NEC,-12.74,103.6,116.3,-0.044000000000000004,2003,1352
robert morris,NEC,-12.74,103.6,116.3,-0.044000000000000004,2003,1352
liu brooklyn,NEC,-12.85,97.8,110.7,-0.04,2003,1254
liu brooklyn,NEC,-12.85,97.8,110.7,-0.04,2003,1254
coppin st.,MEAC,-13.18,94.2,107.4,0.002,2003,1164
florida atlantic,ASun,-13.37,92.1,105.4,-0.032,2003,1194
florida atlantic,ASun,-13.37,92.1,105.4,-0.032,2003,1194
vmi,SC,-14.1,91.5,105.6,0.027999999999999997,2003,1440
navy,Pat,-14.11,90.5,104.7,-0.03,2003,1298
the citadel,SC,-14.22,89.8,104.0,-0.079,2003,1154
the citadel,SC,-14.22,89.8,104.0,-0.079,2003,1154
elon,BSth,-14.35,93.0,107.3,0.061,2003,1189
cornell,Ivy,-15.11,92.5,107.6,0.042,2003,1165
norfolk st.,MEAC,-15.22,88.1,103.4,0.022000000000000002,2003,1313
long beach st.,BW,-15.41,96.9,112.3,-0.021,2003,1253
utep,WAC,-15.62,93.4,109.0,-0.032,2003,1431
liberty,BSth,-15.63,89.0,104.6,0.107,2003,1251
grambling st.,SWAC,-16.05,95.7,111.8,0.04,2003,1212
mount st. mary's,NEC,-16.16,90.5,106.7,0.10300000000000001,2003,1291
lipscomb,ind,-16.28,98.8,115.1,-0.11599999999999999,2003,1252
stetson,ASun,-16.3,95.5,111.8,-0.013000000000000001,2003,1391
texas pan american,ind,-16.39,89.5,105.9,-0.028999999999999998,2003,1410
texas pan american,ind,-16.39,89.5,105.9,-0.028999999999999998,2003,1410
sacred heart,NEC,-16.77,93.9,110.7,-0.003,2003,1357
sacred heart,NEC,-16.77,93.9,110.7,-0.003,2003,1357
umbc,NEC,-16.78,90.0,106.8,-0.057,2003,1420
northwestern st.,Slnd,-16.93,85.2,102.1,0.001,2003,1322
western illinois,MCon,-17.26,93.5,110.7,0.05,2003,1442
western illinois,MCon,-17.26,93.5,110.7,0.05,2003,1442
high point,BSth,-17.75,95.6,113.4,-0.03,2003,1219
high point,BSth,-17.75,95.6,113.4,-0.03,2003,1219
chicago st.,MCon,-18.22,93.2,111.4,-0.037000000000000005,2003,1152
alabama a&m,SWAC,-18.25,90.0,108.2,-0.087,2003,1105
new hampshire,AE,-18.5,94.0,112.5,-0.037000000000000005,2003,1306
new hampshire,AE,-18.5,94.0,112.5,-0.037000000000000005,2003,1306
albany,AE,-18.51,94.8,113.3,0.05,2003,1107
southern,SWAC,-18.97,90.1,109.0,-0.10800000000000001,2003,1380
radford,BSth,-19.59,88.6,108.2,0.067,2003,1347
bethune cookman,MEAC,-22.4,89.4,111.8,-0.018000000000000002,2003,1126
loyola md,MAAC,-22.7,87.7,110.4,0.001,2003,1259
loyola md,MAAC,-22.7,87.7,110.4,0.001,2003,1259
columbia,Ivy,-22.93,82.7,105.7,-0.032,2003,1162
towson,CAA,-23.81,84.6,108.4,-0.015,2003,1406
campbell,ASun,-24.53,92.2,116.7,-0.012,2003,1144
maryland eastern shore,MEAC,-24.66,91.4,116.1,-0.055,2003,1271
maryland eastern shore,MEAC,-24.66,91.4,116.1,-0.055,2003,1271
morgan st.,MEAC,-25.36,92.1,117.4,-0.018000000000000002,2003,1288
nicholls st.,Slnd,-25.55,87.5,113.0,-0.08199999999999999,2003,1311
arkansas pine bluff,SWAC,-25.62,77.2,102.9,0.013999999999999999,2003,1115
arkansas pine bluff,SWAC,-25.62,77.2,102.9,0.013999999999999999,2003,1115
army,Pat,-25.67,85.6,111.3,0.026000000000000002,2003,1119
savannah st.,ind,-26.95,78.2,105.2,-0.003,2003,1366
morris brown,ind,-27.55,86.9,114.4,0.003,2003,1289
morris brown,ind,-27.55,86.9,114.4,0.003,2003,1289
tennessee st.,OVC,-27.8,91.0,118.8,-0.008,2003,1398
north carolina a&t,MEAC,-35.37,84.1,119.4,-0.013000000000000001,2003,1299
duke,ACC,34.19,121.0,86.8,-0.027000000000000003,2002,1181
cincinnati,CUSA,30.19,118.1,87.9,0.002,2002,1153
maryland,ACC,29.25,119.2,89.9,0.025,2002,1268
kansas,B12,28.99,118.7,89.7,0.022000000000000002,2002,1242
oklahoma,B12,26.04,114.9,88.9,0.043,2002,1328
indiana,B10,24.8,114.0,89.2,-0.049,2002,1231
florida,SEC,24.72,115.1,90.4,-0.073,2002,1196
illinois,B10,23.21,115.7,92.5,0.016,2002,1228
oregon,P10,22.97,119.2,96.3,-0.040999999999999995,2002,1332
kentucky,SEC,22.21,113.4,91.2,-0.028999999999999998,2002,1246
marquette,CUSA,21.47,113.4,91.9,0.006,2002,1266
usc,P10,20.67,112.8,92.1,-0.051,2002,1425
arizona,P10,20.54,119.3,98.8,0.079,2002,1112
kent st.,MAC,20.39,116.7,96.4,0.008,2002,1245
stanford,P10,20.32,116.6,96.3,-0.02,2002,1390
pittsburgh,BE,19.94,112.1,92.2,0.0,2002,1338
ohio st.,B10,19.76,116.4,96.6,0.005,2002,1326
connecticut,BE,19.36,112.2,92.8,0.063,2002,1163
notre dame,BE,19.27,116.1,96.8,-0.087,2002,1323
notre dame,BE,19.27,116.1,96.8,-0.087,2002,1323
south carolina,SEC,19.18,107.0,87.9,-0.07400000000000001,2002,1376
south carolina,SEC,19.18,107.0,87.9,-0.07400000000000001,2002,1376
north carolina st.,ACC,19.15,113.2,94.0,0.012,2002,1301
alabama,SEC,18.73,114.0,95.3,0.076,2002,1104
xavier,A10,18.6,111.2,92.6,0.051,2002,1462
gonzaga,WCC,18.51,115.6,97.1,0.049,2002,1211
georgia,SEC,18.44,116.7,98.3,-0.021,2002,1208
mississippi st.,SEC,18.25,111.4,93.1,0.107,2002,1280
texas,B12,17.69,116.0,98.3,-0.021,2002,1400
butler,Horz,17.63,111.9,94.3,-0.051,2002,1139
missouri,B12,17.49,116.2,98.7,-0.01,2002,1281
wake forest,ACC,17.35,118.6,101.3,0.006,2002,1448
wake forest,ACC,17.35,118.6,101.3,0.006,2002,1448
texas tech,B12,17.24,114.6,97.4,0.061,2002,1403
texas tech,B12,17.24,114.6,97.4,0.061,2002,1403
michigan st.,B10,16.86,113.0,96.2,-0.026000000000000002,2002,1277
memphis,CUSA,16.69,112.5,95.8,-0.008,2002,1272
mississippi,SEC,16.68,113.3,96.7,-0.04,2002,1279
ucla,P10,16.34,113.7,97.3,0.048,2002,1417
georgetown,BE,16.13,110.6,94.5,-0.094,2002,1207
california,P10,16.03,109.8,93.7,0.08800000000000001,2002,1143
oklahoma st.,B12,15.8,107.9,92.1,0.047,2002,1329
miami fl,BE,15.77,110.5,94.7,0.017,2002,1274
miami fl,BE,15.77,110.5,94.7,0.017,2002,1274
charlotte,CUSA,15.73,114.2,98.5,-0.008,2002,1150
tulsa,WAC,15.59,116.0,100.4,0.001,2002,1409
dayton,A10,15.53,112.9,97.4,-0.042,2002,1173
minnesota,B10,14.54,113.5,99.0,-0.045,2002,1278
western kentucky,SB,14.51,110.5,96.0,0.06,2002,1443
western kentucky,SB,14.51,110.5,96.0,0.06,2002,1443
utah,MWC,14.08,111.4,97.3,0.01,2002,1428
iowa,B10,13.66,110.4,96.8,-0.06,2002,1234
valparaiso,MCon,13.63,111.5,97.8,-0.032,2002,1434
temple,A10,13.57,114.0,100.4,-0.038,2002,1396
southern illinois,MVC,13.45,109.2,95.7,0.034,2002,1356
southern illinois,MVC,13.45,109.2,95.7,0.034,2002,1356
wisconsin,B10,13.22,110.7,97.5,0.049,2002,1458
hawaii,WAC,13.15,110.3,97.2,0.006999999999999999,2002,1218
villanova,BE,13.14,106.7,93.5,-0.055,2002,1437
virginia,ACC,12.92,112.0,99.1,-0.017,2002,1438
tennessee,SEC,12.67,110.9,98.2,-0.044000000000000004,2002,1397
ball st.,MAC,12.66,113.3,100.6,0.012,2002,1123
syracuse,BE,12.61,106.1,93.5,-0.005,2002,1393
arkansas,SEC,12.56,108.8,96.2,-0.062,2002,1116
penn,Ivy,12.23,110.2,98.0,-0.019,2002,1335
creighton,MVC,11.82,111.3,99.5,0.028999999999999998,2002,1166
bowling green,MAC,11.76,111.3,99.6,0.021,2002,1132
bowling green,MAC,11.76,111.3,99.6,0.021,2002,1132
louisville,CUSA,11.74,108.1,96.4,0.008,2002,1257
pepperdine,WCC,11.72,111.1,99.3,0.061,2002,1337
byu,MWC,11.55,109.2,97.7,-0.045,2002,1140
louisiana tech,WAC,11.43,110.0,98.6,0.002,2002,1256
louisiana tech,WAC,11.43,110.0,98.6,0.002,2002,1256
unc wilmington,CAA,11.32,107.4,96.1,-0.003,2002,1423
lsu,SEC,11.1,105.4,94.3,-0.048,2002,1261
wyoming,MWC,11.01,107.8,96.7,0.032,2002,1461
saint joseph's,A10,10.81,114.4,103.6,-0.009000000000000001,2002,1386
arizona st.,P10,10.54,108.6,98.1,-0.09,2002,1113
georgia tech,ACC,10.5,111.1,100.6,-0.022000000000000002,2002,1210
georgia tech,ACC,10.5,111.1,100.6,-0.022000000000000002,2002,1210
boston college,BE,9.97,109.4,99.4,0.04,2002,1130
boston college,BE,9.97,109.4,99.4,0.04,2002,1130
tennessee tech,OVC,9.44,109.9,100.4,0.003,2002,1399
tennessee tech,OVC,9.44,109.9,100.4,0.003,2002,1399
south florida,CUSA,9.43,107.9,98.4,0.018000000000000002,2002,1378
south florida,CUSA,9.43,107.9,98.4,0.018000000000000002,2002,1378
san diego st.,MWC,9.29,106.9,97.6,0.055,2002,1361
utah st.,BW,9.17,106.3,97.2,-0.025,2002,1429
st. john's,BE,9.06,102.7,93.6,0.08900000000000001,2002,1385
uc santa barbara,BW,8.87,108.2,99.3,-0.057999999999999996,2002,1364
uc santa barbara,BW,8.87,108.2,99.3,-0.057999999999999996,2002,1364
uc santa barbara,BW,8.87,108.2,99.3,-0.057999999999999996,2002,1364
st. bonaventure,A10,8.59,116.1,107.5,-0.03,2002,1382
college of charleston,SC,8.41,105.0,96.6,-0.040999999999999995,2002,1158
college of charleston,SC,8.41,105.0,96.6,-0.040999999999999995,2002,1158
richmond,A10,8.31,104.1,95.8,0.069,2002,1350
unlv,MWC,8.26,109.7,101.5,0.068,2002,1424
fresno st.,WAC,7.82,104.4,96.5,-0.025,2002,1201
purdue,B10,7.6,109.8,102.2,-0.059000000000000004,2002,1345
seton hall,BE,7.18,105.0,97.9,-0.1,2002,1371
seton hall,BE,7.18,105.0,97.9,-0.1,2002,1371
vanderbilt,SEC,7.14,107.6,100.5,0.06,2002,1435
saint louis,CUSA,6.91,98.1,91.2,-0.023,2002,1387
saint louis,CUSA,6.91,98.1,91.2,-0.023,2002,1387
colorado,B12,6.78,111.3,104.6,-0.027000000000000003,2002,1160
auburn,SEC,6.61,98.6,92.0,-0.049,2002,1120
east tennessee st.,SC,6.6,106.2,99.6,-0.022000000000000002,2002,1190
northwestern,B10,6.55,99.9,93.4,0.036000000000000004,2002,1321
uc irvine,BW,6.47,108.0,101.5,0.015,2002,1414
uc irvine,BW,6.47,108.0,101.5,0.015,2002,1414
new mexico,MWC,6.36,110.3,103.9,-0.023,2002,1307
new mexico,MWC,6.36,110.3,103.9,-0.023,2002,1307
milwaukee,Horz,6.28,104.8,98.5,-0.08800000000000001,2002,1454
providence,BE,6.19,102.9,96.7,-0.05,2002,1344
uab,CUSA,6.18,102.5,96.4,-0.14300000000000002,2002,1412
new mexico st.,SB,5.87,109.3,103.4,-0.028999999999999998,2002,1308
arkansas little rock,SB,5.75,106.8,101.1,-0.063,2002,1114
arkansas little rock,SB,5.75,106.8,101.1,-0.063,2002,1114
pacific,BW,5.74,109.6,103.8,0.002,2002,1334
washington,P10,5.44,105.3,99.8,0.01,2002,1449
mcneese st.,Slnd,5.39,103.2,97.8,0.023,2002,1270
san diego,WCC,5.21,107.7,102.5,-0.071,2002,1360
san diego,WCC,5.21,107.7,102.5,-0.071,2002,1360
detroit,Horz,5.01,104.0,99.0,0.051,2002,1178
nebraska,B12,5.0,105.8,100.8,-0.019,2002,1304
houston,CUSA,4.99,108.7,103.7,0.064,2002,1222
rutgers,BE,4.87,98.0,93.1,0.038,2002,1353
baylor,B12,4.69,108.2,103.5,-0.09,2002,1124
louisiana lafayette,SB,4.63,99.7,95.0,0.054000000000000006,2002,1418
smu,WAC,4.44,107.6,103.2,-0.025,2002,1374
oral roberts,MCon,4.33,105.4,101.0,-0.076,2002,1331
oral roberts,MCon,4.33,105.4,101.0,-0.076,2002,1331
tcu,CUSA,4.23,110.0,105.8,-0.028999999999999998,2002,1395
unc greensboro,SC,4.21,103.1,98.8,0.054000000000000006,2002,1422
manhattan,MAAC,4.18,104.6,100.4,-0.018000000000000002,2002,1264
iowa st.,B12,4.16,108.1,103.9,-0.115,2002,1235
southwest missouri st.,MVC,4.15,107.2,103.0,-0.064,2002,1283
ohio,MAC,4.09,108.2,104.2,0.033,2002,1325
hampton,MEAC,3.99,109.9,105.9,0.013000000000000001,2002,1214
marist,MAAC,3.98,106.7,102.8,-0.059000000000000004,2002,1265
illinois chicago,Horz,3.85,108.9,105.0,0.04,2002,1227
davidson,SC,3.7,101.5,97.8,0.142,2002,1172
kansas st.,B12,3.67,104.0,100.3,-0.005,2002,1243
florida st.,ACC,3.54,105.8,102.3,-0.054000000000000006,2002,1199
vcu,CAA,3.53,102.9,99.3,0.01,2002,1433
nevada,WAC,3.41,103.9,100.5,0.034,2002,1305
oregon st.,P10,3.36,103.4,100.0,-0.05,2002,1333
colorado st.,MWC,3.34,103.8,100.5,-0.11,2002,1161
loyola chicago,Horz,3.2,103.5,100.3,0.01,2002,1260
loyola chicago,Horz,3.2,103.5,100.3,0.01,2002,1260
massachusetts,A10,3.17,102.0,98.8,0.002,2002,1269
michigan,B10,3.15,105.4,102.3,-0.038,2002,1276
tulane,CUSA,3.07,104.8,101.7,0.040999999999999995,2002,1408
western michigan,MAC,3.0,107.6,104.6,0.03,2002,1444
western michigan,MAC,3.0,107.6,104.6,0.03,2002,1444
montana st.,BSky,2.97,107.4,104.4,0.054000000000000006,2002,1286
clemson,ACC,2.94,107.3,104.4,-0.038,2002,1155
george mason,CAA,2.67,104.7,102.1,0.078,2002,1206
george mason,CAA,2.67,104.7,102.1,0.078,2002,1206
wright st.,Horz,2.67,110.9,108.3,0.033,2002,1460
georgia st.,ASun,2.6,107.8,105.2,0.009000000000000001,2002,1209
georgia southern,SC,2.55,107.0,104.5,-0.051,2002,1204
georgia southern,SC,2.55,107.0,104.5,-0.051,2002,1204
north carolina,ACC,2.53,105.8,103.2,-0.065,2002,1314
north carolina,ACC,2.53,105.8,103.2,-0.065,2002,1314
chattanooga,SC,2.36,103.7,101.3,-0.012,2002,1151
miami oh,MAC,2.15,105.4,103.3,-0.004,2002,1275
miami oh,MAC,2.15,105.4,103.3,-0.004,2002,1275
illinois st.,MVC,2.14,103.1,100.9,0.07200000000000001,2002,1229
arkansas st.,SB,2.13,105.2,103.1,-0.135,2002,1117
virginia tech,BE,2.1,104.3,102.2,-0.098,2002,1439
virginia tech,BE,2.1,104.3,102.2,-0.098,2002,1439
oakland,MCon,1.91,107.6,105.7,0.033,2002,1324
weber st.,BSky,1.76,106.1,104.4,-0.011000000000000001,2002,1451
princeton,Ivy,1.47,103.7,102.2,0.023,2002,1343
murray st.,OVC,1.35,106.8,105.5,0.017,2002,1293
la salle,A10,1.32,103.9,102.6,0.034,2002,1247
la salle,A10,1.32,103.9,102.6,0.034,2002,1247
yale,Ivy,1.09,102.9,101.8,0.04,2002,1463
ucf,ASun,0.98,104.4,103.4,-0.08,2002,1416
central connecticut,NEC,0.93,100.6,99.7,0.13699999999999998,2002,1148
the citadel,SC,0.66,105.3,104.6,-0.027000000000000003,2002,1154
the citadel,SC,0.66,105.3,104.6,-0.027000000000000003,2002,1154
wichita st.,MVC,0.61,107.8,107.2,-0.006999999999999999,2002,1455
toledo,MAC,0.4,99.1,98.7,0.068,2002,1405
rider,MAAC,0.35,100.2,99.9,-0.033,2002,1351
delaware,CAA,0.32,102.7,102.4,-0.027000000000000003,2002,1174
san francisco,WCC,0.21,102.9,102.7,-0.027000000000000003,2002,1362
san francisco,WCC,0.21,102.9,102.7,-0.027000000000000003,2002,1362
troy st.,ASun,0.15,104.2,104.1,0.044000000000000004,2002,1407
eastern washington,BSky,-0.02,100.2,100.2,0.053,2002,1186
eastern washington,BSky,-0.02,100.2,100.2,0.053,2002,1186
cal poly,BW,-0.06,102.5,102.6,0.006,2002,1142
cal poly,BW,-0.06,102.5,102.6,0.006,2002,1142
utsa,Slnd,-0.18,103.0,103.2,0.001,2002,1427
north texas,SB,-0.21,108.1,108.3,0.012,2002,1317
north texas,SB,-0.21,108.1,108.3,0.012,2002,1317
holy cross,Pat,-0.24,98.1,98.4,-0.048,2002,1221
holy cross,Pat,-0.24,98.1,98.4,-0.048,2002,1221
umkc,MCon,-0.33,101.2,101.5,0.04,2002,1282
old dominion,CAA,-0.43,102.5,102.9,-0.07200000000000001,2002,1330
old dominion,CAA,-0.43,102.5,102.9,-0.07200000000000001,2002,1330
southern miss,CUSA,-0.45,97.7,98.1,-0.052000000000000005,2002,1379
southern miss,CUSA,-0.45,97.7,98.1,-0.052000000000000005,2002,1379
marshall,MAC,-0.55,110.0,110.5,0.037000000000000005,2002,1267
texas pan american,ind,-0.62,101.1,101.7,0.051,2002,1410
texas pan american,ind,-0.62,101.1,101.7,0.051,2002,1410
morehead st.,OVC,-0.91,105.5,106.4,0.07200000000000001,2002,1287
iupui,MCon,-0.96,102.3,103.3,-0.013999999999999999,2002,1237
depaul,CUSA,-0.96,100.4,101.4,-0.043,2002,1177
furman,SC,-1.01,100.2,101.2,0.021,2002,1202
new orleans,SB,-1.15,98.4,99.5,0.042,2002,1309
new orleans,SB,-1.15,98.4,99.5,0.042,2002,1309
james madison,CAA,-1.21,106.4,107.6,-0.036000000000000004,2002,1241
james madison,CAA,-1.21,106.4,107.6,-0.036000000000000004,2002,1241
siena,MAAC,-1.21,100.8,102.0,-0.07,2002,1373
drake,MVC,-1.41,107.1,108.5,0.03,2002,1179
drexel,CAA,-1.45,104.4,105.9,0.016,2002,1180
long beach st.,BW,-1.48,102.9,104.4,-0.021,2002,1253
northern iowa,MVC,-1.49,108.2,109.7,0.055,2002,1320
northern iowa,MVC,-1.49,108.2,109.7,0.055,2002,1320
samford,ASun,-1.49,102.5,104.0,0.011000000000000001,2002,1359
niagara,MAAC,-1.64,106.6,108.2,0.024,2002,1310
air force,MWC,-1.64,103.8,105.5,-0.015,2002,1102
air force,MWC,-1.64,103.8,105.5,-0.015,2002,1102
cal st. northridge,BW,-1.66,98.7,100.4,-0.011000000000000001,2002,1169
east carolina,CUSA,-1.78,102.3,104.1,0.037000000000000005,2002,1187
east carolina,CUSA,-1.78,102.3,104.1,0.037000000000000005,2002,1187
buffalo,MAC,-1.84,99.6,101.4,-0.034,2002,1138
jacksonville,ASun,-1.98,98.7,100.7,-0.021,2002,1239
northern illinois,MAC,-2.0,105.6,107.6,-0.006999999999999999,2002,1296
northern illinois,MAC,-2.0,105.6,107.6,-0.006999999999999999,2002,1296
louisiana monroe,Slnd,-2.0,99.9,101.9,0.138,2002,1419
boise st.,WAC,-2.21,98.2,100.4,0.016,2002,1129
utep,WAC,-2.36,101.3,103.7,-0.087,2002,1431
vermont,AE,-2.41,105.8,108.2,0.026000000000000002,2002,1436
